RxnID	Comps	Eq	Subs	Type
HMR_5849	s	methionine[s] + Na+[s] + ornithine[c] => methionine[c] + Na+[c] + ornithine[s]	Transport, extracellular	Core
HMR_5850	s	histidine[c] + methionine[s] + Na+[s] => histidine[s] + methionine[c] + Na+[c]	Transport, extracellular	Core
HMR_5851	s	citrulline[c] + methionine[s] + Na+[s] => citrulline[s] + methionine[c] + Na+[c]	Transport, extracellular	Core
HMR_5852	s	lysine[c] + Na+[s] + tryptophan[s] => lysine[s] + Na+[c] + tryptophan[c]	Transport, extracellular	Core
HMR_5853	s	arginine[c] + Na+[s] + tryptophan[s] => arginine[s] + Na+[c] + tryptophan[c]	Transport, extracellular	Core
HMR_5854	s	Na+[s] + ornithine[c] + tryptophan[s] => Na+[c] + ornithine[s] + tryptophan[c]	Transport, extracellular	Core
HMR_5855	s	histidine[c] + Na+[s] + tryptophan[s] => histidine[s] + Na+[c] + tryptophan[c]	Transport, extracellular	Core
HMR_5856	s	citrulline[c] + Na+[s] + tryptophan[s] => citrulline[s] + Na+[c] + tryptophan[c]	Transport, extracellular	Core
HMR_5857	s	lysine[c] + Na+[s] + phenylalanine[s] => lysine[s] + Na+[c] + phenylalanine[c]	Transport, extracellular	Core
HMR_5858	s	arginine[c] + Na+[s] + phenylalanine[s] => arginine[s] + Na+[c] + phenylalanine[c]	Transport, extracellular	Core
HMR_5859	s	Na+[s] + ornithine[c] + phenylalanine[s] => Na+[c] + ornithine[s] + phenylalanine[c]	Transport, extracellular	Core
HMR_5860	s	histidine[c] + Na+[s] + phenylalanine[s] => histidine[s] + Na+[c] + phenylalanine[c]	Transport, extracellular	Core
HMR_5861	s	citrulline[c] + Na+[s] + phenylalanine[s] => citrulline[s] + Na+[c] + phenylalanine[c]	Transport, extracellular	Core
HMR_5862	s	lysine[c] + Na+[s] + tyrosine[s] => lysine[s] + Na+[c] + tyrosine[c]	Transport, extracellular	Core
HMR_5863	s	arginine[c] + Na+[s] + tyrosine[s] => arginine[s] + Na+[c] + tyrosine[c]	Transport, extracellular	Core
HMR_5864	s	Na+[s] + ornithine[c] + tyrosine[s] => Na+[c] + ornithine[s] + tyrosine[c]	Transport, extracellular	Core
HMR_5865	s	histidine[c] + Na+[s] + tyrosine[s] => histidine[s] + Na+[c] + tyrosine[c]	Transport, extracellular	Core
HMR_5866	s	citrulline[c] + Na+[s] + tyrosine[s] => citrulline[s] + Na+[c] + tyrosine[c]	Transport, extracellular	Core
HMR_5867	s	cysteine[s] + lysine[c] + Na+[s] => cysteine[c] + lysine[s] + Na+[c]	Transport, extracellular	Core
HMR_5868	s	arginine[c] + cysteine[s] + Na+[s] => arginine[s] + cysteine[c] + Na+[c]	Transport, extracellular	Core
HMR_5869	s	cysteine[s] + Na+[s] + ornithine[c] => cysteine[c] + Na+[c] + ornithine[s]	Transport, extracellular	Core
HMR_5870	s	cysteine[s] + histidine[c] + Na+[s] => cysteine[c] + histidine[s] + Na+[c]	Transport, extracellular	Core
HMR_5871	s	citrulline[c] + cysteine[s] + Na+[s] => citrulline[s] + cysteine[c] + Na+[c]	Transport, extracellular	Core
HMR_5872	s	leucine[s] + lysine[c] + Na+[s] => leucine[c] + lysine[s] + Na+[c]	Transport, extracellular	Core
HMR_5873	s	arginine[c] + leucine[s] + Na+[s] => arginine[s] + leucine[c] + Na+[c]	Transport, extracellular	Core
HMR_5874	s	leucine[s] + Na+[s] + ornithine[c] => leucine[c] + Na+[c] + ornithine[s]	Transport, extracellular	Core
HMR_5875	s	histidine[c] + leucine[s] + Na+[s] => histidine[s] + leucine[c] + Na+[c]	Transport, extracellular	Core
HMR_5876	s	citrulline[c] + leucine[s] + Na+[s] => citrulline[s] + leucine[c] + Na+[c]	Transport, extracellular	Core
HMR_5877	s	lysine[c] + Na+[s] + proline[s] => lysine[s] + Na+[c] + proline[c]	Transport, extracellular	Core
HMR_5878	s	arginine[c] + Na+[s] + proline[s] => arginine[s] + Na+[c] + proline[c]	Transport, extracellular	Core
HMR_5879	s	Na+[s] + ornithine[c] + proline[s] => Na+[c] + ornithine[s] + proline[c]	Transport, extracellular	Core
HMR_5880	s	histidine[c] + Na+[s] + proline[s] => histidine[s] + Na+[c] + proline[c]	Transport, extracellular	Core
HMR_5881	s	citrulline[c] + Na+[s] + proline[s] => citrulline[s] + Na+[c] + proline[c]	Transport, extracellular	Core
HMR_5882	s	asparagine[s] + lysine[c] + Na+[s] => asparagine[c] + lysine[s] + Na+[c]	Transport, extracellular	Core
HMR_5883	s	arginine[c] + asparagine[s] + Na+[s] => arginine[s] + asparagine[c] + Na+[c]	Transport, extracellular	Core
HMR_5884	s	asparagine[s] + Na+[s] + ornithine[c] => asparagine[c] + Na+[c] + ornithine[s]	Transport, extracellular	Core
HMR_5885	s	asparagine[s] + histidine[c] + Na+[s] => asparagine[c] + histidine[s] + Na+[c]	Transport, extracellular	Core
HMR_5886	s	asparagine[s] + citrulline[c] + Na+[s] => asparagine[c] + citrulline[s] + Na+[c]	Transport, extracellular	Core
HMR_5887	s	lysine[c] + Na+[s] + valine[s] => lysine[s] + Na+[c] + valine[c]	Transport, extracellular	Core
HMR_5888	s	arginine[c] + Na+[s] + valine[s] => arginine[s] + Na+[c] + valine[c]	Transport, extracellular	Core
HMR_5889	s	Na+[s] + ornithine[c] + valine[s] => Na+[c] + ornithine[s] + valine[c]	Transport, extracellular	Core
HMR_5890	s	histidine[c] + Na+[s] + valine[s] => histidine[s] + Na+[c] + valine[c]	Transport, extracellular	Core
HMR_5891	s	citrulline[c] + Na+[s] + valine[s] => citrulline[s] + Na+[c] + valine[c]	Transport, extracellular	Core
HMR_5892	s	lysine[c] + Na+[s] + threonine[s] => lysine[s] + Na+[c] + threonine[c]	Transport, extracellular	Core
HMR_5893	s	arginine[c] + Na+[s] + threonine[s] => arginine[s] + Na+[c] + threonine[c]	Transport, extracellular	Core
HMR_5894	s	Na+[s] + ornithine[c] + threonine[s] => Na+[c] + ornithine[s] + threonine[c]	Transport, extracellular	Core
HMR_5895	s	histidine[c] + Na+[s] + threonine[s] => histidine[s] + Na+[c] + threonine[c]	Transport, extracellular	Core
HMR_5896	s	citrulline[c] + Na+[s] + threonine[s] => citrulline[s] + Na+[c] + threonine[c]	Transport, extracellular	Core
HMR_5897	s	homoserine[s] + lysine[c] + Na+[s] => homoserine[c] + lysine[s] + Na+[c]	Transport, extracellular	Core
HMR_5898	s	arginine[c] + homoserine[s] + Na+[s] => arginine[s] + homoserine[c] + Na+[c]	Transport, extracellular	Core
HMR_5899	s	homoserine[s] + Na+[s] + ornithine[c] => homoserine[c] + Na+[c] + ornithine[s]	Transport, extracellular	Core
HMR_5900	s	histidine[c] + homoserine[s] + Na+[s] => histidine[s] + homoserine[c] + Na+[c]	Transport, extracellular	Core
HMR_5901	s	citrulline[c] + homoserine[s] + Na+[s] => citrulline[s] + homoserine[c] + Na+[c]	Transport, extracellular	Core
HMR_5902	s	isoleucine[s] + lysine[c] + Na+[s] => isoleucine[c] + lysine[s] + Na+[c]	Transport, extracellular	Core
HMR_5903	s	arginine[c] + isoleucine[s] + Na+[s] => arginine[s] + isoleucine[c] + Na+[c]	Transport, extracellular	Core
HMR_5904	s	isoleucine[s] + Na+[s] + ornithine[c] => isoleucine[c] + Na+[c] + ornithine[s]	Transport, extracellular	Core
HMR_5905	s	histidine[c] + isoleucine[s] + Na+[s] => histidine[s] + isoleucine[c] + Na+[c]	Transport, extracellular	Core
HMR_5906	s	citrulline[c] + isoleucine[s] + Na+[s] => citrulline[s] + isoleucine[c] + Na+[c]	Transport, extracellular	Core
HMR_5907	s	glycine[c] + lysine[s] => glycine[s] + lysine[c]	Transport, extracellular	Core
HMR_5908	s	alanine[c] + lysine[s] => alanine[s] + lysine[c]	Transport, extracellular	Core
HMR_5909	s	glutamine[c] + lysine[s] => glutamine[s] + lysine[c]	Transport, extracellular	Core
HMR_5910	s	lysine[s] + serine[c] => lysine[c] + serine[s]	Transport, extracellular	Core
HMR_5911	s	lysine[s] + methionine[c] => lysine[c] + methionine[s]	Transport, extracellular	Core
HMR_5912	s	lysine[s] + tryptophan[c] => lysine[c] + tryptophan[s]	Transport, extracellular	Core
HMR_5913	s	lysine[s] + phenylalanine[c] => lysine[c] + phenylalanine[s]	Transport, extracellular	Core
HMR_5914	s	lysine[s] + tyrosine[c] => lysine[c] + tyrosine[s]	Transport, extracellular	Core
HMR_5915	s	cysteine[c] + lysine[s] => cysteine[s] + lysine[c]	Transport, extracellular	Core
HMR_5916	s	leucine[c] + lysine[s] => leucine[s] + lysine[c]	Transport, extracellular	Core
HMR_5917	s	lysine[s] + proline[c] => lysine[c] + proline[s]	Transport, extracellular	Core
HMR_5918	s	asparagine[c] + lysine[s] => asparagine[s] + lysine[c]	Transport, extracellular	Core
HMR_5919	s	lysine[s] + valine[c] => lysine[c] + valine[s]	Transport, extracellular	Core
HMR_5920	s	lysine[s] + threonine[c] => lysine[c] + threonine[s]	Transport, extracellular	Core
HMR_5921	s	homoserine[c] + lysine[s] => homoserine[s] + lysine[c]	Transport, extracellular	Core
HMR_5922	s	isoleucine[c] + lysine[s] => isoleucine[s] + lysine[c]	Transport, extracellular	Core
HMR_5923	s	arginine[s] + glycine[c] => arginine[c] + glycine[s]	Transport, extracellular	Core
HMR_5924	s	alanine[c] + arginine[s] => alanine[s] + arginine[c]	Transport, extracellular	Core
HMR_5925	s	arginine[s] + glutamine[c] => arginine[c] + glutamine[s]	Transport, extracellular	Core
HMR_5926	s	arginine[s] + serine[c] => arginine[c] + serine[s]	Transport, extracellular	Core
HMR_5927	s	arginine[s] + methionine[c] => arginine[c] + methionine[s]	Transport, extracellular	Core
HMR_5928	s	arginine[s] + tryptophan[c] => arginine[c] + tryptophan[s]	Transport, extracellular	Core
HMR_5929	s	arginine[s] + phenylalanine[c] => arginine[c] + phenylalanine[s]	Transport, extracellular	Core
HMR_5930	s	arginine[s] + tyrosine[c] => arginine[c] + tyrosine[s]	Transport, extracellular	Core
HMR_5931	s	arginine[s] + cysteine[c] => arginine[c] + cysteine[s]	Transport, extracellular	Core
HMR_5932	s	arginine[s] + leucine[c] => arginine[c] + leucine[s]	Transport, extracellular	Core
HMR_5933	s	arginine[s] + proline[c] => arginine[c] + proline[s]	Transport, extracellular	Core
HMR_5934	s	arginine[s] + asparagine[c] => arginine[c] + asparagine[s]	Transport, extracellular	Core
HMR_5935	s	arginine[s] + valine[c] => arginine[c] + valine[s]	Transport, extracellular	Core
HMR_5936	s	arginine[s] + threonine[c] => arginine[c] + threonine[s]	Transport, extracellular	Core
HMR_5937	s	arginine[s] + homoserine[c] => arginine[c] + homoserine[s]	Transport, extracellular	Core
HMR_5938	s	arginine[s] + isoleucine[c] => arginine[c] + isoleucine[s]	Transport, extracellular	Core
HMR_5939	s	glycine[c] + ornithine[s] => glycine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5940	s	alanine[c] + ornithine[s] => alanine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5941	s	glutamine[c] + ornithine[s] => glutamine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5942	s	ornithine[s] + serine[c] => ornithine[c] + serine[s]	Transport, extracellular	Core
HMR_5943	s	methionine[c] + ornithine[s] => methionine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5944	s	ornithine[s] + tryptophan[c] => ornithine[c] + tryptophan[s]	Transport, extracellular	Core
HMR_5945	s	ornithine[s] + phenylalanine[c] => ornithine[c] + phenylalanine[s]	Transport, extracellular	Core
HMR_5946	s	ornithine[s] + tyrosine[c] => ornithine[c] + tyrosine[s]	Transport, extracellular	Core
HMR_5947	s	cysteine[c] + ornithine[s] => cysteine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5948	s	leucine[c] + ornithine[s] => leucine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5949	s	ornithine[s] + proline[c] => ornithine[c] + proline[s]	Transport, extracellular	Core
HMR_5950	s	asparagine[c] + ornithine[s] => asparagine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5951	s	ornithine[s] + valine[c] => ornithine[c] + valine[s]	Transport, extracellular	Core
HMR_5952	s	ornithine[s] + threonine[c] => ornithine[c] + threonine[s]	Transport, extracellular	Core
HMR_5953	s	homoserine[c] + ornithine[s] => homoserine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5954	s	isoleucine[c] + ornithine[s] => isoleucine[s] + ornithine[c]	Transport, extracellular	Core
HMR_5955	s	glycine[c] + histidine[s] => glycine[s] + histidine[c]	Transport, extracellular	Core
HMR_5956	s	alanine[c] + histidine[s] => alanine[s] + histidine[c]	Transport, extracellular	Core
HMR_5957	s	glutamine[c] + histidine[s] => glutamine[s] + histidine[c]	Transport, extracellular	Core
HMR_5958	s	histidine[s] + serine[c] => histidine[c] + serine[s]	Transport, extracellular	Core
HMR_5959	s	histidine[s] + methionine[c] => histidine[c] + methionine[s]	Transport, extracellular	Core
HMR_5960	s	histidine[s] + tryptophan[c] => histidine[c] + tryptophan[s]	Transport, extracellular	Core
HMR_5961	s	histidine[s] + phenylalanine[c] => histidine[c] + phenylalanine[s]	Transport, extracellular	Core
HMR_5962	s	histidine[s] + tyrosine[c] => histidine[c] + tyrosine[s]	Transport, extracellular	Core
HMR_5963	s	cysteine[c] + histidine[s] => cysteine[s] + histidine[c]	Transport, extracellular	Core
HMR_5964	s	histidine[s] + leucine[c] => histidine[c] + leucine[s]	Transport, extracellular	Core
HMR_5965	s	histidine[s] + proline[c] => histidine[c] + proline[s]	Transport, extracellular	Core
HMR_5966	s	asparagine[c] + histidine[s] => asparagine[s] + histidine[c]	Transport, extracellular	Core
HMR_5967	s	histidine[s] + valine[c] => histidine[c] + valine[s]	Transport, extracellular	Core
HMR_5968	s	histidine[s] + threonine[c] => histidine[c] + threonine[s]	Transport, extracellular	Core
HMR_5969	s	histidine[s] + homoserine[c] => histidine[c] + homoserine[s]	Transport, extracellular	Core
HMR_5970	s	histidine[s] + isoleucine[c] => histidine[c] + isoleucine[s]	Transport, extracellular	Core
HMR_5971	s	citrulline[s] + glycine[c] => citrulline[c] + glycine[s]	Transport, extracellular	Core
HMR_5972	s	alanine[c] + citrulline[s] => alanine[s] + citrulline[c]	Transport, extracellular	Core
HMR_5973	s	citrulline[s] + glutamine[c] => citrulline[c] + glutamine[s]	Transport, extracellular	Core
HMR_5974	s	citrulline[s] + serine[c] => citrulline[c] + serine[s]	Transport, extracellular	Core
HMR_5975	s	citrulline[s] + methionine[c] => citrulline[c] + methionine[s]	Transport, extracellular	Core
HMR_5976	s	citrulline[s] + tryptophan[c] => citrulline[c] + tryptophan[s]	Transport, extracellular	Core
HMR_5977	s	citrulline[s] + phenylalanine[c] => citrulline[c] + phenylalanine[s]	Transport, extracellular	Core
HMR_5978	s	citrulline[s] + tyrosine[c] => citrulline[c] + tyrosine[s]	Transport, extracellular	Core
HMR_5979	s	citrulline[s] + cysteine[c] => citrulline[c] + cysteine[s]	Transport, extracellular	Core
HMR_5980	s	citrulline[s] + leucine[c] => citrulline[c] + leucine[s]	Transport, extracellular	Core
HMR_5981	s	citrulline[s] + proline[c] => citrulline[c] + proline[s]	Transport, extracellular	Core
HMR_5982	s	asparagine[c] + citrulline[s] => asparagine[s] + citrulline[c]	Transport, extracellular	Core
HMR_5983	s	citrulline[s] + valine[c] => citrulline[c] + valine[s]	Transport, extracellular	Core
HMR_5984	s	citrulline[s] + threonine[c] => citrulline[c] + threonine[s]	Transport, extracellular	Core
HMR_5985	s	citrulline[s] + homoserine[c] => citrulline[c] + homoserine[s]	Transport, extracellular	Core
HMR_5986	s	citrulline[s] + isoleucine[c] => citrulline[c] + isoleucine[s]	Transport, extracellular	Core
HMR_5987	s	Fe2+[s] + H+[s] => Fe2+[c] + H+[c]	Transport, extracellular	Core
HMR_5989	s	H+[s] + zinc[s] => H+[c] + zinc[c]	Transport, extracellular	Core
HMR_5990	s	chloride[c] + K+[c] => chloride[s] + K+[s]	Transport, extracellular	Core
HMR_5996	s	citrate[s] + 3 Na+[s] => citrate[c] + 3 Na+[c]	Transport, extracellular	Core
HMR_5998	s	H+[s] + L-lactate[s] => H+[c] + L-lactate[c]	Transport, extracellular	Core
HMR_6000	s	acetoacetate[c] + pyruvate[s] <=> acetoacetate[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6001	s	acetate[c] + acetoacetate[s] <=> acetate[s] + acetoacetate[c]	Transport, extracellular	Core
HMR_6002	s	acetoacetate[c] + formate[s] <=> acetoacetate[s] + formate[c]	Transport, extracellular	Core
HMR_6003	s	acetoacetate[c] + propanoate[s] <=> acetoacetate[s] + propanoate[c]	Transport, extracellular	Core
HMR_6004	s	acetoacetate[s] + L-lactate[c] <=> acetoacetate[c] + L-lactate[s]	Transport, extracellular	Core
HMR_6005	s	acetoacetate[c] + retinoate[s] <=> acetoacetate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6006	s	2-hydroxybutyrate[c] + acetoacetate[s] <=> 2-hydroxybutyrate[s] + acetoacetate[c]	Transport, extracellular	Core
HMR_6007	s	2-hydroxybutyrate[c] + pyruvate[s] <=> 2-hydroxybutyrate[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6008	s	2-hydroxybutyrate[c] + acetate[s] <=> 2-hydroxybutyrate[s] + acetate[c]	Transport, extracellular	Core
HMR_6009	s	2-hydroxybutyrate[c] + formate[s] <=> 2-hydroxybutyrate[s] + formate[c]	Transport, extracellular	Core
HMR_6010	s	2-hydroxybutyrate[c] + propanoate[s] <=> 2-hydroxybutyrate[s] + propanoate[c]	Transport, extracellular	Core
HMR_6011	s	2-hydroxybutyrate[c] + L-lactate[s] <=> 2-hydroxybutyrate[s] + L-lactate[c]	Transport, extracellular	Core
HMR_6012	s	2-hydroxybutyrate[c] + butyrate[s] <=> 2-hydroxybutyrate[s] + butyrate[c]	Transport, extracellular	Core
HMR_6013	s	2-hydroxybutyrate[c] + retinoate[s] <=> 2-hydroxybutyrate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6014	s	AKG[c] + pyruvate[s] <=> AKG[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6015	s	acetate[c] + pyruvate[s] <=> acetate[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6016	s	formate[c] + pyruvate[s] <=> formate[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6017	s	propanoate[c] + pyruvate[s] <=> propanoate[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6018	s	L-lactate[c] + pyruvate[s] <=> L-lactate[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6019	s	butyrate[c] + pyruvate[s] <=> butyrate[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6020	s	pyruvate[c] + retinoate[s] <=> pyruvate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6021	s	(R)-3-hydroxybutanoate[c] + pyruvate[s] <=> (R)-3-hydroxybutanoate[s] + pyruvate[c]	Transport, extracellular	Core
HMR_6022	s	acetate[s] + AKG[c] <=> acetate[c] + AKG[s]	Transport, extracellular	Core
HMR_6023	s	AKG[c] + formate[s] <=> AKG[s] + formate[c]	Transport, extracellular	Core
HMR_6024	s	AKG[c] + propanoate[s] <=> AKG[s] + propanoate[c]	Transport, extracellular	Core
HMR_6025	s	acetoacetate[s] + AKG[c] <=> acetoacetate[c] + AKG[s]	Transport, extracellular	Core
HMR_6026	s	AKG[c] + L-lactate[s] <=> AKG[s] + L-lactate[c]	Transport, extracellular	Core
HMR_6027	s	AKG[c] + butyrate[s] <=> AKG[s] + butyrate[c]	Transport, extracellular	Core
HMR_6028	s	AKG[c] + retinoate[s] <=> AKG[s] + retinoate[c]	Transport, extracellular	Core
HMR_6029	s	(R)-3-hydroxybutanoate[c] + AKG[s] <=> (R)-3-hydroxybutanoate[s] + AKG[c]	Transport, extracellular	Core
HMR_6030	s	2-hydroxybutyrate[c] + AKG[s] <=> 2-hydroxybutyrate[s] + AKG[c]	Transport, extracellular	Core
HMR_6031	s	acetate[c] + formate[s] <=> acetate[s] + formate[c]	Transport, extracellular	Core
HMR_6032	s	acetate[c] + propanoate[s] <=> acetate[s] + propanoate[c]	Transport, extracellular	Core
HMR_6033	s	acetate[s] + L-lactate[c] <=> acetate[c] + L-lactate[s]	Transport, extracellular	Core
HMR_6034	s	acetate[c] + butyrate[s] <=> acetate[s] + butyrate[c]	Transport, extracellular	Core
HMR_6035	s	acetate[c] + retinoate[s] <=> acetate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6036	s	(R)-3-hydroxybutanoate[c] + acetate[s] <=> (R)-3-hydroxybutanoate[s] + acetate[c]	Transport, extracellular	Core
HMR_6037	s	formate[c] + propanoate[s] <=> formate[s] + propanoate[c]	Transport, extracellular	Core
HMR_6038	s	formate[s] + L-lactate[c] <=> formate[c] + L-lactate[s]	Transport, extracellular	Core
HMR_6039	s	butyrate[c] + formate[s] <=> butyrate[s] + formate[c]	Transport, extracellular	Core
HMR_6040	s	formate[c] + retinoate[s] <=> formate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6041	s	(R)-3-hydroxybutanoate[c] + formate[s] <=> (R)-3-hydroxybutanoate[s] + formate[c]	Transport, extracellular	Core
HMR_6042	s	L-lactate[c] + propanoate[s] <=> L-lactate[s] + propanoate[c]	Transport, extracellular	Core
HMR_6043	s	butyrate[c] + propanoate[s] <=> butyrate[s] + propanoate[c]	Transport, extracellular	Core
HMR_6044	s	propanoate[c] + retinoate[s] <=> propanoate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6045	s	(R)-3-hydroxybutanoate[c] + propanoate[s] <=> (R)-3-hydroxybutanoate[s] + propanoate[c]	Transport, extracellular	Core
HMR_6046	s	acetoacetate[c] + butyrate[s] <=> acetoacetate[s] + butyrate[c]	Transport, extracellular	Core
HMR_6047	s	(R)-3-hydroxybutanoate[c] + acetoacetate[s] <=> (R)-3-hydroxybutanoate[s] + acetoacetate[c]	Transport, extracellular	Core
HMR_6048	s	butyrate[s] + L-lactate[c] <=> butyrate[c] + L-lactate[s]	Transport, extracellular	Core
HMR_6049	s	L-lactate[c] + retinoate[s] <=> L-lactate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6050	s	(R)-3-hydroxybutanoate[c] + L-lactate[s] <=> (R)-3-hydroxybutanoate[s] + L-lactate[c]	Transport, extracellular	Core
HMR_6051	s	butyrate[c] + retinoate[s] <=> butyrate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6052	s	(R)-3-hydroxybutanoate[c] + butyrate[s] <=> (R)-3-hydroxybutanoate[s] + butyrate[c]	Transport, extracellular	Core
HMR_6053	s	(R)-3-hydroxybutanoate[c] + retinoate[s] <=> (R)-3-hydroxybutanoate[s] + retinoate[c]	Transport, extracellular	Core
HMR_6054	s	(R)-3-hydroxybutanoate[c] + 2-hydroxybutyrate[s] <=> (R)-3-hydroxybutanoate[s] + 2-hydroxybutyrate[c]	Transport, extracellular	Core
HMR_6055	s	thyroxine[c] <=> thyroxine[s]	Transport, extracellular	Core
HMR_6059	s	H+[s] + thiamin[s] => H+[c] + thiamin[c]	Transport, extracellular	Core
HMR_6101	s	HCO3-[c] + prostaglandin E2[s] => HCO3-[s] + prostaglandin E2[c]	Transport, extracellular	Core
HMR_6129	s	estrone 3-sulfate[s] + HCO3-[c] => estrone 3-sulfate[c] + HCO3-[s]	Transport, extracellular	Core
HMR_6246	s	prostaglandin E2[s] => prostaglandin E2[c]	Transport, extracellular	Core
HMR_6250	s	bilirubin-bisglucuronoside[c] <=> bilirubin-bisglucuronoside[s]	Transport, extracellular	Core
HMR_6258	s	bilirubin-monoglucuronoside[c] <=> bilirubin-monoglucuronoside[s]	Transport, extracellular	Core
HMR_6268	s	prostaglandin E1[s] => prostaglandin E1[c]	Transport, extracellular	Core
HMR_6275	s	ascorbate[s] + 2 Na+[s] => ascorbate[c] + 2 Na+[c]	Transport, extracellular	Core
HMR_6366	s	deoxyguanosine[c] <=> deoxyguanosine[s]	Transport, extracellular	Core
HMR_6367	s	deoxyadenosine[c] <=> deoxyadenosine[s]	Transport, extracellular	Core
HMR_6368	s	deoxycytidine[c] <=> deoxycytidine[s]	Transport, extracellular	Core
HMR_6369	s	deoxyinosine[c] => deoxyinosine[s]	Transport, extracellular	Core
HMR_6370	s	zinc[c] => zinc[s]	Transport, extracellular	Core
HMR_6371	s	glycine[s] + H+[s] => glycine[c] + H+[c]	Transport, extracellular	Core
HMR_6372	s	alanine[s] + H+[s] => alanine[c] + H+[c]	Transport, extracellular	Core
HMR_6373	s	H+[s] + proline[s] => H+[c] + proline[c]	Transport, extracellular	Core
HMR_6374	s	H+[s] + serine[s] => H+[c] + serine[c]	Transport, extracellular	Core
HMR_6375	s	Na+[s] + serine[s] => Na+[c] + serine[c]	Transport, extracellular	Core
HMR_6377	s	cysteine[s] + Na+[s] => cysteine[c] + Na+[c]	Transport, extracellular	Core
HMR_6379	s	homoserine[s] + Na+[s] => homoserine[c] + Na+[c]	Transport, extracellular	Core
HMR_6380	s	glutamine[s] + H+[c] + Na+[s] => glutamine[c] + H+[s] + Na+[c]	Transport, extracellular	Core
HMR_6381	s	H+[c] + Na+[s] + serine[s] => H+[s] + Na+[c] + serine[c]	Transport, extracellular	Core
HMR_6382	s	asparagine[s] + H+[c] + Na+[s] => asparagine[c] + H+[s] + Na+[c]	Transport, extracellular	Core
HMR_6383	s	H+[c] + homoserine[s] + Na+[s] => H+[s] + homoserine[c] + Na+[c]	Transport, extracellular	Core
HMR_6384	s	H+[c] + histidine[s] + Na+[s] => H+[s] + histidine[c] + Na+[c]	Transport, extracellular	Core
HMR_6406	s	ATP[c] + H2O[c] + lipoic acid[s] + 2 Na+[s] => ADP[c] + lipoic acid[c] + 2 Na+[c] + Pi[c]	Transport, extracellular	Core
HMR_6525	s	chloride[s] + HCO3-[c] => chloride[c] + HCO3-[s]	Transport, extracellular	Core
HMR_6530	s	chloride[s] + 2 sulfate[c] => chloride[c] + 2 sulfate[s]	Transport, extracellular	Core
HMR_6531	s	2 chloride[s] + oxalate[c] => 2 chloride[c] + oxalate[s]	Transport, extracellular	Core
HMR_6532	s	2 chloride[s] + HCO3-[c] => 2 chloride[c] + HCO3-[s]	Transport, extracellular	Core
HMR_6533	s	2 chloride[s] + hydroxide[c] => 2 chloride[c] + hydroxide[s]	Transport, extracellular	Core
HMR_6534	s	chloride[s] + 2 HCO3-[c] => chloride[c] + 2 HCO3-[s]	Transport, extracellular	Core
HMR_7109	s	benzo[a]pyrene[s] => benzo[a]pyrene[c]	Transport, extracellular	Core
HMR_7113	s	aflatoxin B1[s] => aflatoxin B1[c]	Transport, extracellular	Core
HMR_7119	s	7,12-dimethylbenz[a]anthracene[s] => 7,12-dimethylbenz[a]anthracene[c]	Transport, extracellular	Core
HMR_7123	s	1-nitronaphthalene[s] => 1-nitronaphthalene[c]	Transport, extracellular	Core
HMR_7125	s	1,1-dichloroethylene[s] => 1,1-dichloroethylene[c]	Transport, extracellular	Core
HMR_7173	s	disialyl-T antigen[c] <=> disialyl-T antigen[s]	Transport, extracellular	Core
HMR_7184	s	sialyl-Tn antigen[c] <=> sialyl-Tn antigen[s]	Transport, extracellular	Core
HMR_7643	s	D-alanine[c] + glutamine[s] <=> D-alanine[s] + glutamine[c]	Transport, extracellular	Core
HMR_7644	s	D-alanine[c] + glycine[s] <=> D-alanine[s] + glycine[c]	Transport, extracellular	Core
HMR_7645	s	D-alanine[s] + H+[s] => D-alanine[c] + H+[c]	Transport, extracellular	Core
HMR_7667	s	ATP[c] + biotin[s] + H2O[c] + 2 Na+[s] => ADP[c] + biotin[c] + 2 Na+[c] + Pi[c]	Transport, extracellular	Core
